order_id,customer_id,order_date,suburb,state,postcode,product_category,quantity,unit_price_aud,discount_pct,shipping_fee_aud,sales_channel,payment_method,net_revenue_aud
ORD01196,CUST0122,2024-03-06,Geelong,VIC,3220,Fashion,2,132.72,0,4.99,Online,Mastercard,270.43
ORD01145,CUST0002,2024-03-06,Gold Coast,QLD,4217,Beauty,1,59.4,10,0.0,Mobile App,Afterpay,53.46
ORD01116,CUST0183,2024-03-06,Fremantle,WA,6160,Groceries,2,24.21,5,4.99,Online,Visa,50.99
ORD00414,CUST0169,2024-03-06,Cairns,QLD,4870,Sports,1,149.92,0,0.0,Mobile App,PayPal,149.92
ORD01397,CUST0154,2024-03-07,Dandenong,VIC,3175,Pet Care,1,18.12,15,12.99,Online,Visa,28.39
ORD00473,CUST0189,2024-03-07,Wollongong,NSW,2500,Beauty,2,29.4,0,9.99,Online,PayPal,68.79
ORD01025,CUST0112,2024-03-07,Wollongong,NSW,2500,Sports,2,100.52,0,0.0,Mobile App,Visa,201.04
ORD00348,CUST0036,2024-03-07,Brisbane,QLD,4000,Groceries,2,10.16,0,7.99,Online,Mastercard,28.31
ORD01050,CUST0044,2024-03-07,Newcastle,NSW,2300,Household,3,80.12,15,4.99,Mobile App,Mastercard,209.3
ORD00089,CUST0139,2024-03-08,Townsville,QLD,4810,Household,1,38.69,0,4.99,Online,PayPal,43.68
ORD00396,CUST0072,2024-03-09,Perth,WA,6000,Sports,4,66.69,15,7.99,Online,PayPal,234.74
ORD00001,CUST0013,2024-03-09,Parramatta,NSW,2150,Beauty,1,120.02,15,0.0,In-Store,Afterpay,102.02
ORD00147,CUST0169,2024-03-09,Cairns,QLD,4870,Baby,2,103.9,10,9.99,Online,Mastercard,197.01
ORD00890,CUST0150,2024-03-09,Perth,WA,6000,Baby,4,24.99,5,0.0,In-Store,Apple Pay,94.96
ORD00298,CUST0181,2024-03-10,Townsville,QLD,4810,Household,1,74.2,5,4.99,In-Store,PayPal,75.48
ORD01233,CUST0108,2024-03-11,Dandenong,VIC,3175,Household,2,15.18,10,0.0,Online,Afterpay,27.32
ORD01321,CUST0085,2024-03-11,Melbourne,VIC,3000,Baby,3,152.16,10,7.99,Mobile App,Visa,418.82
ORD01228,CUST0109,2024-03-11,Adelaide,SA,5000,Electronics,1,766.09,20,9.99,In-Store,Afterpay,622.86
ORD00781,CUST0166,2024-03-11,Perth,WA,6000,Beauty,1,39.59,0,7.99,In-Store,Visa,47.58
ORD01012,CUST0091,2024-03-11,Dandenong,VIC,3175,Electronics,2,355.77,10,7.99,Mobile App,Visa,648.38
ORD00109,CUST0015,2024-03-11,Wollongong,NSW,2500,Groceries,1,17.84,0,0.0,Mobile App,Visa,17.84
ORD00986,CUST0018,2024-03-12,Brisbane,QLD,4000,Household,2,29.45,0,0.0,Mobile App,Apple Pay,58.9
ORD01063,CUST0018,2024-03-12,Brisbane,QLD,4000,Groceries,1,25.85,10,12.99,Online,Visa,36.26
ORD01045,CUST0084,2024-03-12,Geelong,VIC,3220,Beauty,1,83.59,5,0.0,Online,Apple Pay,79.41
ORD00819,CUST0210,2024-03-12,Gold Coast,QLD,4217,Groceries,1,32.76,0,9.99,In-Store,Apple Pay,42.75
ORD01266,CUST0195,2024-03-13,Dandenong,VIC,3175,Baby,1,48.29,0,4.99,Online,Mastercard,53.28
ORD00300,CUST0083,2024-03-13,Sydney,NSW,2000,Sports,1,115.01,10,12.99,Mobile App,Visa,116.5
ORD01219,CUST0027,2024-03-13,Dandenong,VIC,3175,Beauty,2,37.62,0,12.99,Online,Visa,88.23
ORD01354,CUST0171,2024-03-14,Fremantle,WA,6160,Fashion,4,142.52,5,9.99,In-Store,Visa,551.57
ORD01215,CUST0165,2024-03-14,Adelaide,SA,5000,Fashion,1,73.19,0,9.99,In-Store,Mastercard,83.18
ORD00805,CUST0109,2024-03-14,Adelaide,SA,5000,Pet Care,2,26.46,0,4.99,Online,Mastercard,57.91
ORD00143,CUST0138,2024-03-14,Sydney,NSW,2000,Groceries,2,45.06,5,0.0,Online,Visa,85.61
ORD00419,CUST0088,2024-03-14,Perth,WA,6000,Electronics,1,592.33,5,12.99,Online,Afterpay,575.7
ORD00681,CUST0088,2024-03-14,Perth,WA,6000,Fashion,5,126.76,10,9.99,Mobile App,Visa,580.41
ORD01134,CUST0168,2024-03-15,Newcastle,NSW,2300,Groceries,1,14.77,0,9.99,Online,PayPal,24.76
ORD01235,CUST0019,2024-03-16,Canberra,ACT,2600,Electronics,1,219.91,5,0.0,Online,Visa,208.91
ORD01342,CUST0075,2024-03-16,Gold Coast,QLD,4217,Sports,1,111.24,5,0.0,Mobile App,Visa,105.68
ORD01329,CUST0109,2024-03-16,Adelaide,SA,5000,Groceries,5,15.57,0,4.99,Online,Visa,82.84
ORD00033,CUST0103,2024-03-17,Melbourne,VIC,3000,Electronics,2,139.27,5,7.99,In-Store,Apple Pay,272.6
ORD00968,CUST0196,2024-03-17,Newcastle,NSW,2300,Groceries,2,19.8,5,12.99,In-Store,Mastercard,50.61
ORD01137,CUST0014,2024-03-17,Mount Gambier,SA,5290,Groceries,1,25.23,5,12.99,Mobile App,Mastercard,36.96
ORD00943,CUST0096,2024-03-18,Melbourne,VIC,3000,Pet Care,3,150.8,0,7.99,Mobile App,Mastercard,460.39
ORD00640,CUST0106,2024-03-18,Adelaide,SA,5000,Fashion,5,72.88,0,9.99,Mobile App,Visa,374.39
ORD00634,CUST0209,2024-03-18,Parramatta,NSW,2150,Fashion,2,54.59,15,7.99,Online,Mastercard,100.79
ORD00336,CUST0198,2024-03-18,Dandenong,VIC,3175,Pet Care,3,49.35,10,7.99,Online,Mastercard,141.24
ORD00213,CUST0076,2024-03-19,Gold Coast,QLD,4217,Household,1,48.44,0,12.99,Online,Apple Pay,61.43
ORD00272,CUST0128,2024-03-19,Wollongong,NSW,2500,Groceries,1,12.83,0,0.0,Mobile App,PayPal,12.83
ORD00474,CUST0002,2024-03-19,Gold Coast,QLD,4217,Household,3,25.48,10,0.0,In-Store,Mastercard,68.8
ORD00840,CUST0174,2024-03-19,Perth,WA,6000,Groceries,1,33.81,0,9.99,Online,Afterpay,43.8
ORD00546,CUST0053,2024-03-20,Dandenong,VIC,3175,Groceries,1,29.8,15,9.99,Mobile App,Visa,35.32
ORD00673,CUST0123,2024-03-20,Melbourne,VIC,3000,Fashion,2,236.33,10,12.99,Mobile App,Apple Pay,438.38
ORD00535,CUST0060,2024-03-21,Mount Gambier,SA,5290,Beauty,2,83.83,10,4.99,Online,Visa,155.88
ORD00761,CUST0039,2024-03-22,Parramatta,NSW,2150,Baby,1,56.42,20,7.99,Mobile App,Visa,53.13
ORD01375,CUST0036,2024-03-22,Brisbane,QLD,4000,Electronics,3,497.63,10,0.0,Online,PayPal,1343.6
ORD00433,CUST0213,2024-03-23,Canberra,ACT,2600,Beauty,2,94.39,0,9.99,Online,Mastercard,198.77
ORD00793,CUST0045,2024-03-23,Cairns,QLD,4870,Sports,1,81.44,10,7.99,Online,Visa,81.29
ORD00492,CUST0186,2024-03-23,Ballarat,VIC,3350,Household,1,17.95,0,7.99,Online,Afterpay,25.94
ORD00530,CUST0055,2024-03-23,Brisbane,QLD,4000,Beauty,1,67.51,10,4.99,Online,Afterpay,65.75
ORD00374,CUST0090,2024-03-24,Gold Coast,QLD,4217,Beauty,2,13.83,0,7.99,Online,PayPal,35.65
ORD00655,CUST0044,2024-03-24,Newcastle,NSW,2300,Fashion,3,50.12,5,7.99,In-Store,Visa,150.83
ORD00813,CUST0038,2024-03-24,Fremantle,WA,6160,Household,1,85.78,15,0.0,Online,Mastercard,72.91
ORD00817,CUST0036,2024-03-24,Brisbane,QLD,4000,Beauty,1,75.34,0,9.99,Online,Visa,85.33
ORD00402,CUST0046,2024-03-24,Fremantle,WA,6160,Fashion,3,201.2,5,9.99,In-Store,Visa,583.41
ORD01268,CUST0014,2024-03-25,Mount Gambier,SA,5290,Groceries,1,10.36,15,9.99,Online,Apple Pay,18.8
ORD00296,CUST0189,2024-03-25,Wollongong,NSW,2500,Beauty,1,47.1,0,12.99,Mobile App,PayPal,60.09
ORD00454,CUST0075,2024-03-25,Gold Coast,QLD,4217,Beauty,1,39.49,0,0.0,Online,PayPal,39.49
ORD01198,CUST0112,2024-03-26,Wollongong,NSW,2500,Groceries,1,44.43,0,4.99,Mobile App,Afterpay,49.42
ORD00264,CUST0044,2024-03-26,Newcastle,NSW,2300,Groceries,2,23.67,0,4.99,Online,Mastercard,52.33
ORD00326,CUST0128,2024-03-26,Wollongong,NSW,2500,Fashion,4,146.63,5,9.99,Online,PayPal,567.18
ORD01070,CUST0025,2024-03-26,Brisbane,QLD,4000,Pet Care,1,70.16,15,0.0,Online,Mastercard,59.64
ORD00852,CUST0053,2024-03-26,Dandenong,VIC,3175,Household,2,32.52,5,9.99,Mobile App,Mastercard,71.78
ORD01338,CUST0160,2024-03-28,Sydney,NSW,2000,Electronics,1,565.75,0,7.99,Online,Visa,573.74
ORD00065,CUST0111,2024-03-28,Wollongong,NSW,2500,Groceries,4,25.02,5,7.99,Online,Afterpay,103.07
ORD00687,CUST0070,2024-03-28,Fremantle,WA,6160,Groceries,1,12.99,10,7.99,Online,Afterpay,19.68
ORD00827,CUST0149,2024-03-28,Wollongong,NSW,2500,Pet Care,1,60.19,5,9.99,In-Store,Mastercard,67.17
ORD00753,CUST0215,2024-03-29,Cairns,QLD,4870,Fashion,3,89.78,0,0.0,Online,Visa,269.34
ORD00162,CUST0126,2024-03-29,Adelaide,SA,5000,Groceries,1,38.0,0,0.0,In-Store,Mastercard,38.0
ORD00387,CUST0174,2024-03-29,Perth,WA,6000,Fashion,1,122.06,0,12.99,In-Store,Visa,135.05
ORD00399,CUST0182,2024-03-29,Adelaide,SA,5000,Beauty,4,56.56,0,4.99,Online,PayPal,231.23
ORD00697,CUST0201,2024-03-29,Melbourne,VIC,3000,Fashion,2,199.29,5,7.99,Mobile App,Visa,386.64
ORD01076,CUST0174,2024-03-30,Perth,WA,6000,Fashion,3,123.29,10,0.0,Mobile App,Apple Pay,332.88
ORD00204,CUST0023,2024-03-30,Melbourne,VIC,3000,Baby,1,176.43,0,4.99,Online,PayPal,181.42
ORD00208,CUST0189,2024-03-30,Wollongong,NSW,2500,Household,1,20.38,0,7.99,Mobile App,Afterpay,28.37
ORD00074,CUST0094,2024-03-30,Wollongong,NSW,2500,Pet Care,1,29.28,0,12.99,Online,PayPal,42.27
ORD01376,CUST0129,2024-03-30,Newcastle,NSW,2300,Groceries,1,53.82,15,4.99,Mobile App,Mastercard,50.74
ORD01086,CUST0120,2024-03-31,Perth,WA,6000,Household,3,11.33,10,0.0,Mobile App,Visa,30.59
ORD00555,CUST0038,2024-03-31,Fremantle,WA,6160,Sports,1,192.13,10,4.99,Online,Visa,177.91
ORD01102,CUST0107,2024-03-31,Wollongong,NSW,2500,Beauty,3,58.89,10,7.99,Online,Afterpay,166.99
ORD01022,CUST0057,2024-04-01,Townsville,QLD,4810,Fashion,4,57.5,10,7.99,Online,Visa,214.99
ORD01144,CUST0210,2024-04-02,Gold Coast,QLD,4217,Pet Care,1,45.59,0,4.99,In-Store,Afterpay,50.58
ORD01162,CUST0095,2024-04-03,Dandenong,VIC,3175,Pet Care,2,54.16,0,12.99,Online,Mastercard,121.31
ORD00261,CUST0114,2024-04-05,Sydney,NSW,2000,Household,1,57.0,0,0.0,Online,Mastercard,57.0
ORD00382,CUST0165,2024-04-05,Adelaide,SA,5000,Beauty,1,34.93,0,9.99,Online,Visa,44.92
ORD00352,CUST0098,2024-04-05,Newcastle,NSW,2300,Baby,2,89.53,0,0.0,Online,Mastercard,179.06
ORD00258,CUST0116,2024-04-05,Brisbane,QLD,4000,Electronics,1,343.7,0,12.99,Mobile App,Afterpay,356.69
ORD01244,CUST0028,2024-04-06,Townsville,QLD,4810,Groceries,3,64.23,5,9.99,Mobile App,Afterpay,193.05
ORD00397,CUST0199,2024-04-06,Gold Coast,QLD,4217,Sports,1,28.86,0,4.99,Online,Apple Pay,33.85
ORD01388,CUST0019,2024-04-07,Canberra,ACT,2600,Household,1,17.36,10,12.99,In-Store,Mastercard,28.61
ORD00921,CUST0102,2024-04-07,Ballarat,VIC,3350,Sports,1,132.0,0,0.0,Online,Visa,132.0
ORD00993,CUST0003,2024-04-08,Sydney,NSW,2000,Groceries,1,37.55,0,9.99,Online,Afterpay,47.54
ORD00028,CUST0065,2024-04-08,Geelong,VIC,3220,Groceries,1,24.39,10,7.99,Online,Mastercard,29.94
ORD00730,CUST0027,2024-04-08,Dandenong,VIC,3175,Baby,1,161.14,0,9.99,Online,Afterpay,171.13
ORD00643,CUST0096,2024-04-08,Melbourne,VIC,3000,Groceries,2,14.72,0,7.99,Online,Mastercard,37.43
ORD01084,CUST0047,2024-04-08,Geelong,VIC,3220,Electronics,1,283.21,0,4.99,Online,Apple Pay,288.2
ORD01002,CUST0189,2024-04-10,Wollongong,NSW,2500,Groceries,3,31.71,10,7.99,Online,Visa,93.61
ORD00432,CUST0159,2024-04-11,Melbourne,VIC,3000,Groceries,1,25.82,0,0.0,Mobile App,PayPal,25.82
ORD00623,CUST0114,2024-04-12,Sydney,NSW,2000,Baby,1,131.98,0,7.99,Mobile App,Visa,139.97
ORD00354,CUST0123,2024-04-12,Melbourne,VIC,3000,Groceries,3,46.92,0,0.0,Mobile App,PayPal,140.76
ORD00807,CUST0070,2024-04-12,Fremantle,WA,6160,Electronics,1,916.34,5,7.99,Online,Mastercard,878.51
ORD00841,CUST0195,2024-04-13,Dandenong,VIC,3175,Groceries,3,36.43,10,12.99,Online,Mastercard,111.35
ORD00863,CUST0119,2024-04-13,Sydney,NSW,2000,Electronics,1,521.33,20,4.99,Online,Visa,422.05
ORD00388,CUST0055,2024-04-13,Brisbane,QLD,4000,Sports,2,54.78,0,12.99,In-Store,Afterpay,122.55
ORD01031,CUST0203,2024-04-13,Ballarat,VIC,3350,Beauty,3,101.54,0,0.0,Online,Visa,304.62
ORD00978,CUST0067,2024-04-13,Melbourne,VIC,3000,Household,4,36.81,10,0.0,Online,Mastercard,132.52
ORD00686,CUST0071,2024-04-15,Parramatta,NSW,2150,Groceries,2,35.42,20,4.99,Mobile App,Mastercard,61.66
ORD01019,CUST0062,2024-04-15,Melbourne,VIC,3000,Electronics,1,465.35,10,12.99,Online,PayPal,431.8
ORD01071,CUST0209,2024-04-16,Parramatta,NSW,2150,Household,1,74.61,5,0.0,In-Store,Mastercard,70.88
ORD01060,CUST0197,2024-04-16,Geelong,VIC,3220,Pet Care,1,82.04,0,0.0,Online,Mastercard,82.04
ORD01326,CUST0056,2024-04-16,Townsville,QLD,4810,Electronics,1,571.28,0,9.99,In-Store,PayPal,581.27
ORD00696,CUST0141,2024-04-16,Adelaide,SA,5000,Groceries,5,31.38,5,0.0,In-Store,Mastercard,149.06
ORD01252,CUST0111,2024-04-16,Wollongong,NSW,2500,Groceries,1,41.25,10,7.99,In-Store,Afterpay,45.12
ORD01042,CUST0022,2024-04-17,Fremantle,WA,6160,Household,1,52.28,0,12.99,Online,PayPal,65.27
ORD01296,CUST0204,2024-04-17,Dandenong,VIC,3175,Groceries,1,18.96,0,4.99,Mobile App,Mastercard,23.95
ORD00462,CUST0183,2024-04-17,Fremantle,WA,6160,Pet Care,2,79.09,5,0.0,Mobile App,Visa,150.27
ORD00564,CUST0033,2024-04-17,Geelong,VIC,3220,Pet Care,2,25.21,10,4.99,Online,Visa,50.37
ORD00482,CUST0043,2024-04-17,Parramatta,NSW,2150,Fashion,1,141.09,10,4.99,Mobile App,PayPal,131.97
ORD00905,CUST0012,2024-04-18,Townsville,QLD,4810,Baby,2,31.02,20,7.99,In-Store,PayPal,57.62
ORD01107,CUST0002,2024-04-18,Gold Coast,QLD,4217,Baby,1,26.26,10,0.0,Mobile App,Visa,23.63
ORD01190,CUST0013,2024-04-18,Parramatta,NSW,2150,Groceries,1,28.63,0,9.99,Online,Visa,38.62
ORD01265,CUST0098,2024-04-19,Newcastle,NSW,2300,Groceries,4,27.53,10,12.99,Online,PayPal,112.1
ORD01309,CUST0200,2024-04-19,Townsville,QLD,4810,Household,2,22.89,0,9.99,Online,PayPal,55.77
ORD01308,CUST0083,2024-04-20,Sydney,NSW,2000,Electronics,2,875.23,0,0.0,Mobile App,Mastercard,1750.46
ORD00345,CUST0207,2024-04-20,Sydney,NSW,2000,Baby,1,57.03,10,4.99,In-Store,Mastercard,56.32
ORD00227,CUST0063,2024-04-21,Fremantle,WA,6160,Pet Care,3,55.96,0,0.0,Mobile App,PayPal,167.88
ORD00544,CUST0088,2024-04-21,Perth,WA,6000,Groceries,1,17.86,15,9.99,In-Store,Visa,25.17
ORD01119,CUST0042,2024-04-22,Dandenong,VIC,3175,Fashion,1,23.15,0,9.99,Mobile App,Afterpay,33.14
ORD01335,CUST0010,2024-04-25,Perth,WA,6000,Beauty,2,59.29,0,9.99,In-Store,Afterpay,128.57
ORD01385,CUST0147,2024-04-25,Ballarat,VIC,3350,Beauty,1,61.91,0,9.99,Online,Visa,71.9
ORD00518,CUST0186,2024-04-27,Ballarat,VIC,3350,Baby,1,80.02,15,4.99,Online,Visa,73.01
ORD00037,CUST0001,2024-04-28,Brisbane,QLD,4000,Electronics,4,840.69,10,4.99,Online,Visa,3031.47
ORD00927,CUST0152,2024-04-28,Townsville,QLD,4810,Pet Care,1,78.04,15,12.99,Mobile App,Mastercard,79.32
ORD00066,CUST0098,2024-04-28,Newcastle,NSW,2300,Beauty,2,75.92,0,7.99,Online,Visa,159.83
ORD00005,CUST0086,2024-04-28,Sydney,NSW,2000,Household,1,14.35,5,0.0,Online,Visa,13.63
ORD00342,CUST0101,2024-04-29,Geelong,VIC,3220,Pet Care,4,78.45,10,9.99,Online,Visa,292.41
ORD01078,CUST0098,2024-04-29,Newcastle,NSW,2300,Beauty,1,75.23,10,4.99,Online,PayPal,72.7
ORD00545,CUST0192,2024-04-30,Mount Gambier,SA,5290,Baby,3,116.53,15,7.99,Mobile App,PayPal,305.14
ORD00210,CUST0123,2024-04-30,Melbourne,VIC,3000,Household,2,23.88,0,0.0,Online,Visa,47.76
ORD01085,CUST0053,2024-04-30,Dandenong,VIC,3175,Groceries,2,10.06,0,7.99,Online,Mastercard,28.11
ORD00116,CUST0090,2024-04-30,Gold Coast,QLD,4217,Household,1,65.41,20,7.99,Online,Visa,60.32
ORD00338,CUST0218,2024-05-01,Perth,WA,6000,Pet Care,2,88.86,0,0.0,Online,Apple Pay,177.72
ORD00765,CUST0084,2024-05-01,Geelong,VIC,3220,Groceries,1,8.35,0,0.0,Mobile App,PayPal,8.35
ORD01203,CUST0069,2024-05-01,Newcastle,NSW,2300,Beauty,2,49.84,0,0.0,Online,Afterpay,99.68
ORD00468,CUST0173,2024-05-01,Melbourne,VIC,3000,Pet Care,1,119.83,15,12.99,Online,PayPal,114.85
ORD01149,CUST0091,2024-05-01,Dandenong,VIC,3175,Beauty,5,47.1,5,4.99,Online,Visa,228.71
ORD01068,CUST0198,2024-05-02,Dandenong,VIC,3175,Household,1,80.64,0,0.0,Online,Visa,80.64
ORD00036,CUST0196,2024-05-02,Newcastle,NSW,2300,Groceries,2,25.56,0,7.99,Online,Visa,59.11
ORD00401,CUST0211,2024-05-03,Perth,WA,6000,Electronics,4,707.02,0,4.99,Online,Mastercard,2833.07
ORD01095,CUST0095,2024-05-04,Dandenong,VIC,3175,Baby,2,61.51,10,7.99,Online,Apple Pay,118.71
ORD00315,CUST0187,2024-05-06,Melbourne,VIC,3000,Household,1,40.3,20,7.99,Online,Visa,40.23
ORD00224,CUST0173,2024-05-06,Melbourne,VIC,3000,Pet Care,2,43.51,0,7.99,Online,Visa,95.01
ORD00003,CUST0041,2024-05-06,Wollongong,NSW,2500,Pet Care,3,129.6,5,0.0,In-Store,Visa,369.36
ORD00494,CUST0141,2024-05-08,Adelaide,SA,5000,Electronics,1,645.32,5,4.99,Online,PayPal,618.04
ORD00627,CUST0037,2024-05-10,Sydney,NSW,2000,Baby,1,45.64,10,4.99,Online,Visa,46.07
ORD01032,CUST0056,2024-05-10,Townsville,QLD,4810,Household,2,70.3,15,9.99,Mobile App,Visa,129.5
ORD00610,CUST0036,2024-05-11,Brisbane,QLD,4000,Household,1,39.83,15,0.0,In-Store,Visa,33.86
ORD00241,CUST0098,2024-05-11,Newcastle,NSW,2300,Beauty,4,51.17,0,9.99,Mobile App,Mastercard,214.67
ORD01160,CUST0137,2024-05-12,Bunbury,WA,6230,Beauty,2,21.55,15,7.99,Online,Mastercard,44.63
ORD01096,CUST0093,2024-05-13,Perth,WA,6000,Baby,2,129.96,10,7.99,Mobile App,Apple Pay,241.92
ORD01356,CUST0099,2024-05-13,Perth,WA,6000,Electronics,2,316.41,20,0.0,In-Store,Mastercard,506.26
ORD00341,CUST0016,2024-05-13,Newcastle,NSW,2300,Electronics,4,574.35,20,0.0,In-Store,Apple Pay,1837.92
ORD00416,CUST0191,2024-05-13,Melbourne,VIC,3000,Sports,2,247.27,0,9.99,Mobile App,Mastercard,504.53
ORD00538,CUST0156,2024-05-13,Parramatta,NSW,2150,Fashion,1,16.44,5,4.99,Online,Mastercard,20.61
ORD00618,CUST0034,2024-05-14,Wollongong,NSW,2500,Household,3,44.55,5,12.99,Online,Mastercard,139.96
ORD01184,CUST0131,2024-05-14,Sydney,NSW,2000,Groceries,3,20.88,0,0.0,In-Store,Visa,62.64
ORD00574,CUST0042,2024-05-14,Dandenong,VIC,3175,Pet Care,2,43.6,5,7.99,Online,Afterpay,90.83
ORD01272,CUST0038,2024-05-14,Fremantle,WA,6160,Electronics,2,715.12,0,12.99,Mobile App,Visa,1443.23
ORD00344,CUST0138,2024-05-15,Sydney,NSW,2000,Household,1,45.78,10,12.99,In-Store,Visa,54.19
ORD00850,CUST0138,2024-05-16,Sydney,NSW,2000,Household,1,80.98,5,12.99,Online,Mastercard,89.92
ORD00858,CUST0048,2024-05-17,Melbourne,VIC,3000,Beauty,1,33.44,0,12.99,In-Store,Mastercard,46.43
ORD01301,CUST0084,2024-05-17,Geelong,VIC,3220,Groceries,1,40.87,0,7.99,Online,Visa,48.86
ORD00980,CUST0105,2024-05-17,Sydney,NSW,2000,Groceries,2,28.81,0,4.99,Mobile App,Mastercard,62.61
ORD00979,CUST0061,2024-05-17,Canberra,ACT,2600,Electronics,1,134.88,10,4.99,Online,Mastercard,126.38
ORD01209,CUST0155,2024-05-17,Melbourne,VIC,3000,Beauty,1,12.98,10,0.0,Online,Afterpay,11.68
ORD00252,CUST0136,2024-05-18,Wollongong,NSW,2500,Fashion,2,208.37,0,12.99,Online,Visa,429.73
ORD00356,CUST0201,2024-05-18,Melbourne,VIC,3000,Electronics,2,797.65,15,12.99,Online,Visa,1368.99
ORD00332,CUST0168,2024-05-18,Newcastle,NSW,2300,Electronics,4,504.41,0,9.99,In-Store,Mastercard,2027.63
ORD00869,CUST0109,2024-05-20,Adelaide,SA,5000,Groceries,1,42.04,0,0.0,Online,Visa,42.04
ORD01139,CUST0204,2024-05-20,Dandenong,VIC,3175,Baby,2,110.46,0,12.99,Mobile App,Mastercard,233.91
ORD01312,CUST0082,2024-05-20,Parramatta,NSW,2150,Groceries,2,36.51,0,4.99,Online,Visa,78.01
ORD00786,CUST0046,2024-05-21,Fremantle,WA,6160,Household,1,21.13,20,0.0,Online,Visa,16.9
ORD01193,CUST0200,2024-05-21,Townsville,QLD,4810,Beauty,1,103.39,5,0.0,Online,Mastercard,98.22
ORD01333,CUST0109,2024-05-21,Adelaide,SA,5000,Groceries,1,31.84,0,0.0,Mobile App,Mastercard,31.84
ORD00760,CUST0195,2024-05-21,Dandenong,VIC,3175,Fashion,2,198.27,5,7.99,Online,Visa,384.7
ORD01377,CUST0185,2024-05-22,Wollongong,NSW,2500,Beauty,5,30.67,5,7.99,Mobile App,Afterpay,153.67
ORD00768,CUST0070,2024-05-23,Fremantle,WA,6160,Groceries,1,63.36,0,4.99,Online,PayPal,68.35
ORD00718,CUST0020,2024-05-23,Newcastle,NSW,2300,Sports,3,142.33,0,0.0,Online,Visa,426.99
ORD00553,CUST0109,2024-05-23,Adelaide,SA,5000,Groceries,5,34.24,10,12.99,Online,Mastercard,167.07
ORD01132,CUST0090,2024-05-24,Gold Coast,QLD,4217,Pet Care,1,12.24,0,9.99,Mobile App,Visa,22.23
ORD00670,CUST0207,2024-05-24,Sydney,NSW,2000,Baby,1,144.3,0,0.0,Online,Visa,144.3
ORD00607,CUST0093,2024-05-25,Perth,WA,6000,Fashion,1,96.34,0,4.99,Mobile App,Mastercard,101.33
ORD00575,CUST0133,2024-05-25,Geelong,VIC,3220,Pet Care,1,108.55,15,9.99,Mobile App,Mastercard,102.26
ORD00831,CUST0143,2024-05-25,Gold Coast,QLD,4217,Pet Care,4,53.01,0,12.99,Online,PayPal,225.03
ORD00717,CUST0014,2024-05-26,Mount Gambier,SA,5290,Baby,2,139.3,0,4.99,Online,Visa,283.59
ORD00203,CUST0122,2024-05-26,Geelong,VIC,3220,Electronics,1,335.03,0,9.99,Mobile App,Apple Pay,345.02
ORD00392,CUST0026,2024-05-26,Perth,WA,6000,Fashion,1,229.4,5,0.0,In-Store,Apple Pay,217.93
ORD00220,CUST0016,2024-05-26,Newcastle,NSW,2300,Fashion,1,49.61,0,4.99,Online,PayPal,54.6
ORD00861,CUST0017,2024-05-26,Melbourne,VIC,3000,Baby,2,135.61,15,0.0,Mobile App,Visa,230.54
ORD00942,CUST0197,2024-05-26,Geelong,VIC,3220,Pet Care,2,56.85,0,9.99,Online,Visa,123.69
ORD00804,CUST0187,2024-05-27,Melbourne,VIC,3000,Fashion,1,169.57,10,12.99,Online,PayPal,165.6
ORD00656,CUST0183,2024-05-27,Fremantle,WA,6160,Groceries,2,17.08,0,12.99,Mobile App,Visa,47.15
ORD01392,CUST0065,2024-05-27,Geelong,VIC,3220,Household,1,15.4,0,7.99,Online,Mastercard,23.39
ORD00100,CUST0106,2024-05-27,Adelaide,SA,5000,Household,1,48.36,10,4.99,Mobile App,Mastercard,48.51
ORD00197,CUST0181,2024-05-27,Townsville,QLD,4810,Electronics,1,225.73,5,9.99,Online,Afterpay,224.43
ORD00887,CUST0183,2024-05-27,Fremantle,WA,6160,Groceries,1,46.69,15,9.99,Mobile App,Mastercard,49.68
ORD00198,CUST0098,2024-05-28,Newcastle,NSW,2300,Fashion,2,89.68,0,7.99,Online,Apple Pay,187.35
ORD00715,CUST0147,2024-05-28,Ballarat,VIC,3350,Pet Care,1,87.48,0,9.99,Online,Afterpay,97.47
ORD00912,CUST0058,2024-05-28,Wollongong,NSW,2500,Baby,4,99.3,10,4.99,Online,Visa,362.47
ORD00576,CUST0069,2024-05-28,Newcastle,NSW,2300,Electronics,2,833.43,15,0.0,Online,Mastercard,1416.83
ORD00788,CUST0034,2024-05-29,Wollongong,NSW,2500,Electronics,2,427.96,0,4.99,Online,Visa,860.91
ORD00268,CUST0052,2024-05-29,Dandenong,VIC,3175,Electronics,1,265.29,0,9.99,Mobile App,Afterpay,275.28
ORD00629,CUST0219,2024-05-29,Gold Coast,QLD,4217,Fashion,1,54.87,0,0.0,In-Store,Afterpay,54.87
ORD00291,CUST0216,2024-05-29,Geelong,VIC,3220,Electronics,2,332.58,0,7.99,Online,Visa,673.15
ORD01171,CUST0139,2024-05-30,Townsville,QLD,4810,Sports,1,236.85,15,12.99,Online,Visa,214.31
ORD01064,CUST0042,2024-05-30,Dandenong,VIC,3175,Groceries,1,15.54,0,0.0,Online,PayPal,15.54
ORD01035,CUST0114,2024-05-30,Sydney,NSW,2000,Groceries,3,44.13,5,4.99,In-Store,Mastercard,130.76
ORD00353,CUST0039,2024-05-31,Parramatta,NSW,2150,Groceries,1,34.51,5,0.0,Online,Apple Pay,32.78
